ENTRY;GENERATION;INCHICODE;INCHIKEY;SMILES;FORMULA
56;0;FFQKYPRQEYGKAF;FFQKYPRQEYGKAF-UHFFFAOYSA-N;NC(=O)OP(=O)(O)O;CH4NO5P
56;0;MYMOFIZGZYHOMD;MYMOFIZGZYHOMD-UHFFFAOYSA-N;O=O;O2
56;0;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;O;H2O
57;0;XMBWDFGMSWQBCA;XMBWDFGMSWQBCA-UHFFFAOYSA-N;[I-];HI
58;0;JUKHNCNDFOAFLT;JUKHNCNDFOAFLT-UHFFFAOYSA-N;COC(=O)C1CC2=C(C(N1C(=O)CCl)C3=CC4=C(C=C3)OCO4)NC5=CC=CC=C25;C22H19ClN2O5
59;0;BAVYZALUXZFZLV;BAVYZALUXZFZLV-UHFFFAOYSA-N;CN;CH5N
60;1;BAWFJGJZGIEFAR;BAWFJGJZGIEFAR-UHFFFAOYSA-O;NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)=C1;
61;1;SMOOVHRVNAVEIT;SMOOVHRVNAVEIT-UHFFFAOYSA-N;[H]OC([H])(OC)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
62;1;LETGQBQZDIOYMC;LETGQBQZDIOYMC-UHFFFAOYSA-N;[H]OC([H])(CCl)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
63;1;BAWFJGJZGIEFAR;BAWFJGJZGIEFAR-UHFFFAOYSA-O;NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)=CC=C1;
64;1;XJLXINKUBYWONI;XJLXINKUBYWONI-UHFFFAOYSA-O;NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=C1;
65;1;AMMSNDCWUYAGMW;AMMSNDCWUYAGMW-UHFFFAOYSA-N;[H]OC(=O)C1(C([H])(O[H])OC)Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
66;1;OYICAULEVMAQMI;OYICAULEVMAQMI-UHFFFAOYSA-N;[H]OC(=O)C(Cl)C([H])(O[H])N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
67;1;XJLXINKUBYWONI;XJLXINKUBYWONI-UHFFFAOYSA-O;NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=CC=C1;
68;1;ULKUDCXBHGBYQU;ULKUDCXBHGBYQU-UHFFFAOYSA-N;[H]OC(=O)C(Cl)C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
69;1;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;[H]O[H];
70;1;GUQGBIFXPFXMOE;GUQGBIFXPFXMOE-UHFFFAOYSA-N;[H]C(OC)=C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
71;1;MKHZRFUFNDXYHX;MKHZRFUFNDXYHX-UHFFFAOYSA-N;[H]C(=CCl)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
72;1;YMRGYZOIJUFBEQ;YMRGYZOIJUFBEQ-UHFFFAOYSA-N;[H]C1C=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=C1C(N)=O;
73;1;AOAITRNPWQCENG;AOAITRNPWQCENG-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)C=CC2=C(OCO2)C1=O;
74;1;UFHFLCQGNIYNRP;UFHFLCQGNIYNRP-UHFFFAOYSA-N;[HH];
75;1;SXIAFWPTFBAEPU;SXIAFWPTFBAEPU-UHFFFAOYSA-N;[H]C1C(=O)C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)=CC2=C1OCO2;
76;1;OTDXZWGQSVNUOA;OTDXZWGQSVNUOA-UHFFFAOYSA-N;[H]C1C(=O)C2=C(C=C1C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CCl)OCO2;
77;1;NAWINKADXFEQLB;NAWINKADXFEQLB-UHFFFAOYSA-N;[H]C12NC3=C(CC(C(=O)OC)N(C(=O)CCl)C3c3ccc4c(c3)OCO4)C1=CC=CC2=O;
78;1;IENIQYNRRLOGBB;IENIQYNRRLOGBB-UHFFFAOYSA-N;[H]C1C=c2[nH]c3c(c2=CC1=O)CC(C(=O)OC)N(C(=O)CCl)C3c1ccc2c(c1)OCO2;
79;1;WWMSLDJLUIRNIL;WWMSLDJLUIRNIL-UHFFFAOYSA-N;[H]C1C=c2c3c([nH]c2=CC1=O)C(c1ccc2c(c1)OCO2)N(C(=O)CCl)C(C(=O)OC)C3;
80;1;PUXYBMNMTLMKCF;PUXYBMNMTLMKCF-UHFFFAOYSA-N;[H]C12C(=O)C=CC=C1NC1=C2CC(C(=O)OC)N(C(=O)CCl)C1c1ccc2c(c1)OCO2;
81;1;ZANSAJJGPATEAQ;ZANSAJJGPATEAQ-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)C=C2OCOC2=CC1=O;
82;1;IBKPRGAGOGAVCC;IBKPRGAGOGAVCC-UHFFFAOYSA-N;[H]C12OCOC1=CC=C(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CCl)C2=O;
83;1;OBMKYOVMVQGEGF;OBMKYOVMVQGEGF-UHFFFAOYSA-N;[H]C12OCOC1=CC(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CCl)=CC2=O;
84;1;XNNLHVZLUCDXRH;XNNLHVZLUCDXRH-UHFFFAOYSA-N;[H]C1C(=O)C=Cc2c1[nH]c1c2CC(C(=O)OC)N(C(=O)CCl)C1c1ccc2c(c1)OCO2;
85;1;WRKDFRPPPXPCLC;WRKDFRPPPXPCLC-UHFFFAOYSA-N;[H]C1C=Cc2c([nH]c3c2CC(C(=O)OC)N(C(=O)CCl)C3c2ccc3c(c2)OCO3)C1=O;
86;1;NBECVPPMEHTPCR;NBECVPPMEHTPCR-UHFFFAOYSA-N;[H]C1C=Cc2[nH]c3c(c2C1=O)CC(C(=O)OC)N(C(=O)CCl)C3c1ccc2c(c1)OCO2;
87;1;HSLQVOJIAZGQLO;HSLQVOJIAZGQLO-UHFFFAOYSA-N;[H]C1C(=O)C=Cc2[nH]c3c(c21)CC(C(=O)OC)N(C(=O)CCl)C3c1ccc2c(c1)OCO2;
88;1;XIJZTBSBBQORLA;XIJZTBSBBQORLA-UHFFFAOYSA-N;[H]C1C=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=C1C(N)=O;
89;1;VNWKTOKETHGBQD;VNWKTOKETHGBQD-UHFFFAOYSA-N;[H]C;
90;1;QVBMZPPLZDFVMO;QVBMZPPLZDFVMO-UHFFFAOYSA-N;[H]OC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
91;1;OKKJLVBELUTLKV;OKKJLVBELUTLKV-UHFFFAOYSA-N;[H]OC;
92;1;HYYMLNIGQIOSIY;HYYMLNIGQIOSIY-UHFFFAOYSA-N;[H]C(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
93;1;TZIHFWKZFHZASV;TZIHFWKZFHZASV-UHFFFAOYSA-N;[H]C(=O)OC;
94;1;SIGIWKIIEWGOBR;SIGIWKIIEWGOBR-UHFFFAOYSA-N;[H]C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CCl;
95;1;MVYHSTXHVCAKRJ;MVYHSTXHVCAKRJ-UHFFFAOYSA-N;[H]C(C(=O)OC)N(C(=O)CCl)C(c1ccc2c(c1)OCO2)c1cc2ccccc2[nH]1;
96;1;XLYYFDRXJDFXGS;XLYYFDRXJDFXGS-UHFFFAOYSA-N;[H]Cc1c(C(NC(=O)CCl)c2ccc3c(c2)OCO3)[nH]c2ccccc12;
97;1;ADMFVJNMZFLYHG;ADMFVJNMZFLYHG-UHFFFAOYSA-N;[H]C(Cc1c(Cc2ccc3c(c2)OCO3)[nH]c2ccccc12)C(=O)OC;
98;1;XLYYFDRXJDFXGS;XLYYFDRXJDFXGS-UHFFFAOYSA-N;[H]N(C(=O)CCl)C(c1ccc2c(c1)OCO2)c1[nH]c2ccccc2c1C;
99;1;XVJNGRKIXTYHPF;XVJNGRKIXTYHPF-UHFFFAOYSA-N;[H]CC(C(=O)OC)N(C(=O)CCl)C(CNc1ccccc1)c1ccc2c(c1)OCO2;
100;1;MVYHSTXHVCAKRJ;MVYHSTXHVCAKRJ-UHFFFAOYSA-N;[H]c1c(C(c2ccc3c(c2)OCO3)N(CC(=O)OC)C(=O)CCl)[nH]c2ccccc12;
101;1;QDHRNTJLOLIOBL;QDHRNTJLOLIOBL-UHFFFAOYSA-N;[H]C1=C(NC=CC=CC)C(c2ccc3c(c2)OCO3)N(C(=O)CCl)C(C(=O)OC)C1;
102;1;XVJNGRKIXTYHPF;XVJNGRKIXTYHPF-UHFFFAOYSA-N;[H]c1ccccc1NCC(c1ccc2c(c1)OCO2)N(C(=O)CCl)C(C)C(=O)OC;
103;1;KDURQOJTVSURJA;KDURQOJTVSURJA-UHFFFAOYSA-N;[H]c1[nH]c2ccccc2c1CC(NC(=O)CCl)C(=O)OC;
104;1;NJAKDUOCLBCDOG;NJAKDUOCLBCDOG-UHFFFAOYSA-N;[H]C(c1ccc2c(c1)OCO2)N(C(=O)CCl)C(CCc1ccccc1N)C(=O)OC;
105;1;FYJWCVZJMVVWAM;FYJWCVZJMVVWAM-UHFFFAOYSA-N;[H]C1=C(c2ccccc2)CC(C(=O)OC)N(C(=O)CCl)C1c1ccc2c(c1)OCO2;
106;1;NJAKDUOCLBCDOG;NJAKDUOCLBCDOG-UHFFFAOYSA-N;[H]Nc1ccccc1CCC(C(=O)OC)N(Cc1ccc2c(c1)OCO2)C(=O)CCl;
107;1;ADMFVJNMZFLYHG;ADMFVJNMZFLYHG-UHFFFAOYSA-N;[H]C(c1ccc2c(c1)OCO2)c1[nH]c2ccccc2c1CCC(=O)OC;
108;1;KDURQOJTVSURJA;KDURQOJTVSURJA-UHFFFAOYSA-N;[H]N(C(=O)CCl)C(Cc1c[nH]c2ccccc12)C(=O)OC;
109;1;CZYDHLJERNCTMG;CZYDHLJERNCTMG-UHFFFAOYSA-N;[H]C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
110;1;FTNJQNQLEGKTGD;FTNJQNQLEGKTGD-UHFFFAOYSA-N;[H]c1ccc2c(c1)OCO2;
111;1;LIPVUDSNGRJSQE;LIPVUDSNGRJSQE-UHFFFAOYSA-N;[H]N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
112;1;QSKPIOLLBIHNAC;QSKPIOLLBIHNAC-UHFFFAOYSA-N;[H]C(=O)CCl;
113;1;NJLJTKJJRDNTCV;NJLJTKJJRDNTCV-UHFFFAOYSA-N;[H]C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
114;1;NEHMKBQYUWJMIP;NEHMKBQYUWJMIP-UHFFFAOYSA-N;[H]CCl;
115;1;QCIPMWHCEPSHOW;QCIPMWHCEPSHOW-UHFFFAOYSA-N;[H]CC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
116;1;VEXZGXHMUGYJMC;VEXZGXHMUGYJMC-UHFFFAOYSA-N;[H]Cl;
117;1;MMDJVZCNZAOHIG;MMDJVZCNZAOHIG-UHFFFAOYSA-N;[H]C(=CC1=C(C)OCO1)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
118;1;QCZMKXUJZBIOOT;QCZMKXUJZBIOOT-UHFFFAOYSA-N;[H]C=CC1=C(C)OCO1;
119;1;PNFUXCZRHNHKHQ;PNFUXCZRHNHKHQ-UHFFFAOYSA-N;[H]C=C(C=CCOCO)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
120;1;USIPRXUKBQMZDP;USIPRXUKBQMZDP-UHFFFAOYSA-N;[H]C1=C(C=CCC2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)OCO1;
121;1;OVIYQPRIMZNGHW;OVIYQPRIMZNGHW-UHFFFAOYSA-N;[H]c1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)ccc1OC;
122;1;PNFUXCZRHNHKHQ;PNFUXCZRHNHKHQ-UHFFFAOYSA-N;[H]OCOCC=CC(=C)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
123;1;RSNSOZXLMJRNBM;RSNSOZXLMJRNBM-UHFFFAOYSA-N;[H]C1=C(C=C(C)C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)OCO1;
124;1;XOGCHMUYXPSIFB;XOGCHMUYXPSIFB-UHFFFAOYSA-N;[H]C=CC(=CCOCO)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
125;1;BDQGQFBZUCUNJC;BDQGQFBZUCUNJC-UHFFFAOYSA-N;[H]c1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)cc1OC;
126;1;XOGCHMUYXPSIFB;XOGCHMUYXPSIFB-UHFFFAOYSA-N;[H]OCOCC=C(C=C)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CCl;
127;1;XVLHEKWPEVMOMH;XVLHEKWPEVMOMH-UHFFFAOYSA-N;[H]Oc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)cc1O;
128;1;BDQGQFBZUCUNJC;BDQGQFBZUCUNJC-UHFFFAOYSA-N;[H]COc1cccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)c1;
129;1;OVIYQPRIMZNGHW;OVIYQPRIMZNGHW-UHFFFAOYSA-N;[H]COc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)cc1;
130;1;XVLHEKWPEVMOMH;XVLHEKWPEVMOMH-UHFFFAOYSA-N;[H]Oc1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CCl)ccc1O;
131;1;MROJWLMMUIWQCE;MROJWLMMUIWQCE-UHFFFAOYSA-N;[H]NC1=C(C=CC=CC)CC(C(=O)OC)N(C(=O)CCl)C1c1ccc2c(c1)OCO2;
132;1;FYJWCVZJMVVWAM;FYJWCVZJMVVWAM-UHFFFAOYSA-N;[H]c1ccccc1C1=CC(c2ccc3c(c2)OCO3)N(C(=O)CCl)C(C(=O)OC)C1;
133;1;QDHRNTJLOLIOBL;QDHRNTJLOLIOBL-UHFFFAOYSA-N;[H]C(=CC=CC)NC1=CCC(C(=O)OC)N(C(=O)CCl)C1c1ccc2c(c1)OCO2;
134;1;MROJWLMMUIWQCE;MROJWLMMUIWQCE-UHFFFAOYSA-N;[H]C(=CC=CC)C1=C(N)C(c2ccc3c(c2)OCO3)N(C(=O)CCl)C(C(=O)OC)C1;
135;1;NLRXWNHYMWSEIO;NLRXWNHYMWSEIO-UHFFFAOYSA-N;[H]C=c1[nH]c2c(c1=CC)CC(C(=O)OC)N(C(=O)CCl)C2c1ccc2c(c1)OCO2;
136;1;CBHYIESYLIZEFS;CBHYIESYLIZEFS-UHFFFAOYSA-N;[H]C=CC=C1CNC2=C1CC(C(=O)OC)N(C(=O)CCl)C2c1ccc2c(c1)OCO2;
137;1;URQXRIWURZYTTQ;URQXRIWURZYTTQ-UHFFFAOYSA-N;[H]C=CC=C1CC2=C(N1)C(c1ccc3c(c1)OCO3)N(C(=O)CCl)C(C(=O)OC)C2;
